rec_id,u1,u2,u3,T_guess,shift,distance
1,2.219664004751,-3.058591358022,28.270510427685,41.310000000000,4131,0.017748687184
2,-2.164913267435,0.168600575958,24.335278942774,38.850000000000,3885,0.022387500749
3,-9.582859775464,-15.292630574275,19.105211988644,38.850000000000,3885,0.022859493206
4,2.194011766958,3.812432983487,11.874305798630,41.310000000000,4131,0.023554683070
5,3.346287950913,6.234826725698,9.515373473073,38.910000000000,3891,0.029974420569
6,3.261943391421,4.899130054257,16.056992318926,41.310000000000,4131,0.031635384750
7,0.316426062264,-0.871802735896,20.649429573317,39.940000000000,3994,0.032635433907
8,6.270318849982,10.803761824328,14.004751651870,39.940000000000,3994,0.033540596860
9,4.847501601184,-1.846122073489,31.049035018002,41.210000000000,4121,0.036126703082
10,4.354482611251,5.662490210930,19.306501918503,41.310000000000,4131,0.037265543212
11,14.249609939631,19.241373885512,28.992387599000,41.210000000000,4121,0.037720457193
12,3.054834026035,1.702396354397,23.335773090891,38.400000000000,3840,0.039704562656
13,-5.393415804810,-1.501118001027,28.619622056424,41.190000000000,4119,0.040223439642
14,-1.577656071564,-2.268658206052,15.432285994010,40.970000000000,4097,0.042986288862
15,0.479793567109,0.879580311547,10.993993983427,38.070000000000,3807,0.043859074614
16,-3.592136999205,-6.239157485178,12.407636887907,38.230000000000,3823,0.044888458125
17,-5.897120271529,-10.356473111360,13.066521752993,41.390000000000,4139,0.045828769255
18,1.185050324741,-1.967760682257,25.122282459887,40.890000000000,4089,0.050288288757
19,10.847152701214,16.285835940163,22.186442945197,38.210000000000,3821,0.052068299215
20,0.893887566632,1.231170275313,14.991576751401,39.180000000000,3918,0.052667025779
21,4.999070635690,1.419377054222,27.961538773923,38.150000000000,3815,0.055181390746
22,1.419740468433,2.740539906947,19.010751521469,40.740000000000,4074,0.055855850259
23,-11.027990585966,-19.021365100807,17.527919199567,38.120000000000,3812,0.056471827820
24,-7.565300435815,-12.500775070774,16.333765287198,41.420000000000,4142,0.057067054605
25,-0.521092950486,3.718997376468,26.485315484837,38.120000000000,3812,0.060983225069
26,8.597886020923,14.049812768036,17.549529201423,39.810000000000,3981,0.063120546034
27,-5.723961380747,-8.796829181164,17.184570566715,39.930000000000,3993,0.069358353495
28,13.183716770465,13.570442465730,32.793726651317,38.150000000000,3815,0.069513447082
29,12.200547474165,17.336149973128,25.194180896505,38.850000000000,3885,0.075386412089
30,-0.955644795764,-1.743160330429,10.457753770526,40.340000000000,4034,0.076382624469
31,-3.946271516609,-7.399421005835,9.414157479015,39.280000000000,3928,0.076474002714
32,-2.659079857247,-3.170522633007,18.693633557408,39.930000000000,3993,0.076670443952
33,-13.302117700778,-13.703312031889,32.947141216413,40.400000000000,4040,0.078946831540
34,7.169623331707,2.491615445498,30.927594140654,40.340000000000,4034,0.079965340800
35,3.860017801781,6.689726261478,12.593768136709,40.440000000000,4044,0.080187417825
36,-2.167309203630,-4.767426000537,23.393070195899,39.490000000000,3949,0.081000065954
37,-13.362536367050,-16.365198873835,30.047184066073,41.910000000000,4191,0.084087429994
38,16.019340833748,20.303467214661,32.941244053492,40.600000000000,4060,0.085923169997
39,-13.301773134012,-20.427509467053,24.138566955184,38.020000000000,3802,0.086667960766
40,-11.575983363208,-17.981947046303,21.885334267250,40.430000000000,4043,0.087784201888
41,-3.075311407940,3.043564299732,29.523749202840,38.020000000000,3802,0.089599039764
42,-9.013848572821,-16.347590454982,13.687080235880,39.670000000000,3967,0.089907751971
43,-14.738060237416,-21.044892531615,28.115852082476,39.630000000000,3963,0.096432791239
44,8.750466217195,13.009922049102,20.454897186470,41.660000000000,4166,0.099487282565
45,-0.482947953722,-0.945902264444,6.653408649660,40.590000000000,4059,0.099558603148
46,-5.255105103175,-7.021196465166,19.675461403069,39.930000000000,3993,0.100995331343
47,4.808948342920,7.687626573035,15.563492776816,39.020000000000,3902,0.101142244019
48,10.011836276606,17.934136324225,15.023938423491,38.770000000000,3877,0.114480348260
49,7.016719169940,10.930917760818,17.755694257680,39.050000000000,3905,0.118317217667
50,-8.205772048392,-11.326675311098,21.717787500690,39.580000000000,3958,0.120299645397
51,5.250211191259,5.380740464945,22.965710871160,38.130000000000,3813,0.120692156216
52,-10.876099212434,-13.960284495387,26.039408351526,39.580000000000,3958,0.121931541121
53,-7.227285051330,-3.448363877528,30.073679888440,39.580000000000,3958,0.122174135715
54,-3.341222612143,-5.142666265110,15.606602419412,38.610000000000,3861,0.122696323913
55,13.764930758695,16.502727468391,31.004270669770,38.620000000000,3862,0.123123639900
56,3.782401788489,-4.701105646772,32.013367781136,40.430000000000,4043,0.127194837742
57,0.014525177881,2.613538823399,23.740200609854,38.870000000000,3887,0.137771931735
58,-15.690039520339,-18.444535925850,34.086990935877,40.540000000000,4054,0.139443260978
59,17.055261772349,18.780779648165,37.400120955835,40.430000000000,4043,0.145388225090
60,-12.280642883974,-17.045184970370,25.879686726720,39.670000000000,3967,0.154709235980
61,12.268953503576,19.367448170483,22.076509660986,40.170000000000,4017,0.158106211532
62,7.861401801014,13.783085459427,14.347899358777,38.070000000000,3807,0.160262189320
63,-2.131786064419,-4.056219713990,8.242176778651,41.020000000000,4102,0.164998933439
64,-5.935391114717,-5.587010448760,24.524535216887,38.080000000000,3808,0.166362331095
65,-6.985732507701,-12.882225917747,11.583306577741,40.380000000000,4038,0.166895882852
66,10.632306160795,17.415102008219,19.165677340499,40.690000000000,4069,0.166990381718
67,15.202978916788,15.984640320244,35.371519682351,39.660000000000,3966,0.169302975422
68,1.417033446224,2.770267133673,6.779591960167,40.420000000000,4042,0.178299171398
69,-0.158061597800,-0.771356924355,17.667155802801,38.190000000000,3819,0.179323687263
70,-5.122411708747,1.322308925868,30.999778693242,39.160000000000,3916,0.179336143728
71,10.766927231322,8.566050504678,32.274446211826,38.130000000000,3813,0.179482666108
72,-14.562820638196,-13.566511044458,36.153364701566,38.000000000000,3800,0.183753301852
