rec_id,u1,u2,u3,T_guess,shift,distance
1,0.806030835044,2.203639536544,20.234224302391,159.990000000000,15999,0.016589398967
2,-8.351072819467,-14.319493208824,15.555943328035,159.820000000000,15982,0.019697275998
3,-1.062008832567,-0.637434144217,19.149380505545,160.990000000000,16099,0.020688145686
4,-1.034437845697,1.589556862328,24.204037343894,159.820000000000,15982,0.021808841037
5,-1.865945093982,-4.035447612631,22.212182953231,161.620000000000,16162,0.022379245836
6,3.658088669161,6.893616994306,9.113950862122,161.620000000000,16162,0.022587013149
7,-5.053115474347,-8.744735161859,13.188419469780,161.860000000000,16186,0.023271385838
8,11.867635418478,19.021995152509,21.130555259495,162.000000000000,16200,0.025173479103
9,0.595515423352,1.080984136674,9.814040022269,160.520000000000,16052,0.025226117229
10,0.958155826264,-1.040510707196,23.021862818810,159.990000000000,15999,0.026418416131
11,2.762373660407,-2.497017503159,28.479839891386,162.000000000000,16200,0.026897985699
12,-4.454460580005,2.064151091359,30.645098568792,158.580000000000,15858,0.027861637299
13,4.831980771044,8.653117385337,11.852828063885,160.790000000000,16079,0.028302341848
14,-2.439124511715,-4.175735423777,13.404237019698,160.140000000000,16014,0.028656924786
15,1.620680576182,2.763742758261,15.340035103821,160.140000000000,16014,0.029667954042
16,2.807909045604,-0.252746368769,25.808921861535,158.800000000000,15880,0.029890608486
17,2.414619505962,4.364815477293,10.798663077424,161.960000000000,16196,0.031687945446
18,-3.107862362637,-4.304038915848,17.327300632657,160.140000000000,16014,0.033099518123
19,-0.563431315773,-1.054203199025,14.091048277129,160.000000000000,16000,0.033913139200
20,-9.400760567626,-13.481707942769,21.986092140701,160.520000000000,16052,0.034821112529
21,-4.657404293507,-7.256442590501,16.138007312375,159.850000000000,15985,0.037211327726
22,-7.111463032014,-2.716854646957,30.593585169699,160.520000000000,16052,0.041406557677
23,7.133440158830,11.927914890419,15.732064272703,160.340000000000,16034,0.042158186021
24,4.923563014072,-0.173564003165,29.557462658039,160.990000000000,16099,0.042551244951
25,-6.645857878425,-9.706256985623,19.903623281541,160.520000000000,16052,0.043456726829
26,-3.990182316989,-7.390952978667,10.036614610887,158.280000000000,15828,0.043816869439
27,9.616128992484,14.335843465067,21.276759103059,160.000000000000,16000,0.045185119651
28,-4.365982648718,-1.521414210069,26.581595120322,160.520000000000,16052,0.049351844178
29,5.206118283432,6.262306437114,21.158955320244,158.580000000000,15858,0.051527118680
30,5.386261119682,2.601246541842,27.327250018781,159.370000000000,15937,0.051935753872
31,3.509390452694,5.285836647218,16.164442870665,162.000000000000,16200,0.053380928926
32,14.244469582618,16.253835309813,32.597730580980,160.350000000000,16035,0.054971286628
33,9.138166884205,16.284654238424,14.564020601957,158.210000000000,15821,0.056778234242
34,-1.241537260321,-2.233777573595,10.385978066879,161.000000000000,16100,0.056919987055
35,10.954753820906,19.107482241357,16.994429394554,159.200000000000,15920,0.057124153458
36,0.344588676690,-4.012190446182,26.608657057497,159.200000000000,15920,0.061410410746
37,1.143270243161,3.542773472065,22.999259152256,161.600000000000,16160,0.062783624586
38,-9.787052408642,-12.131788596193,25.469976207663,159.830000000000,15983,0.062938850017
39,13.932490239175,21.669331603303,24.449045195568,160.830000000000,16083,0.064725941123
40,-13.566869028957,-18.496965732739,27.881213311661,160.750000000000,16075,0.065929441222
41,-7.908800542647,-12.264182562161,18.780776539766,160.140000000000,16014,0.066227526367
42,-15.677002396838,-19.793957691976,32.541179731249,159.110000000000,15911,0.066368614951
43,-8.588531727949,-5.936087070632,30.261238769651,159.830000000000,15983,0.067657368685
44,-6.369859426795,-10.312031700888,16.175024420114,160.840000000000,16084,0.068115118690
45,12.331029379650,11.264834024770,33.132922065436,159.370000000000,15937,0.068188642539
46,-6.789657932917,-4.429147817783,28.090588806859,159.830000000000,15983,0.070091618030
47,7.100706625365,2.752994162699,30.537066548752,158.710000000000,15871,0.073334210983
