folder,T,rec_id,N,m,status
new,T05,84,5,5,incomplete
new,T05,84,5,10,incomplete
new,T05,84,5,20,incomplete
new,T05,84,5,40,incomplete
new,T05,84,5,80,incomplete
new,T05,84,5,160,incomplete
new,T05,84,5,320,incomplete
new,T10,27,5,5,hit_maxiter
new,T10,30,5,5,hit_maxiter
new,T10,61,5,5,hit_maxiter
new,T10,78,5,5,hit_maxiter
new,T10,78,10,5,hit_maxiter
new,T10,81,5,160,incomplete
new,T10,87,5,5,hit_maxiter
new,T10,87,5,10,hit_maxiter
new,T10,87,5,320,incomplete
new,T10,87,10,5,hit_maxiter
new,T10,87,10,320,incomplete
new,T10,96,10,5,hit_maxiter
new,T160,1,5,5,incomplete
new,T160,1,5,10,incomplete
new,T160,1,5,20,incomplete
new,T160,1,5,40,incomplete
new,T160,1,5,80,incomplete
new,T160,1,5,160,incomplete
new,T160,1,5,320,incomplete
new,T160,1,10,5,diverged
new,T160,1,10,10,diverged
new,T160,1,10,20,diverged
new,T160,1,10,40,diverged
new,T160,1,10,80,diverged
new,T160,1,10,160,diverged
new,T160,1,10,320,diverged
new,T160,1,20,5,diverged
new,T160,1,20,10,diverged
new,T160,1,20,20,diverged
new,T160,1,20,40,diverged
new,T160,1,20,80,diverged
new,T160,1,20,160,diverged
new,T160,1,20,320,diverged
new,T160,1,40,5,hit_maxiter
new,T160,1,40,10,incomplete
new,T160,1,40,20,incomplete
new,T160,1,40,40,incomplete
new,T160,1,40,80,incomplete
new,T160,1,40,160,incomplete
new,T160,1,40,320,incomplete
new,T160,1,80,5,hit_maxiter
new,T160,1,80,10,no_data
new,T160,1,80,20,no_data
new,T160,1,80,40,no_data
new,T160,1,80,80,no_data
new,T160,1,80,160,no_data
new,T160,1,80,320,no_data
new,T160,1,160,5,no_data
new,T160,1,160,10,no_data
new,T160,1,160,20,no_data
new,T160,1,160,40,no_data
new,T160,1,160,80,no_data
new,T160,1,160,160,no_data
new,T160,1,160,320,no_data
new,T160,1,320,5,no_data
new,T160,1,320,10,no_data
new,T160,1,320,20,no_data
new,T160,1,320,40,no_data
new,T160,1,320,80,no_data
new,T160,1,320,160,no_data
new,T160,1,320,320,no_data
new,T160,2,5,5,diverged
new,T160,2,5,10,diverged
new,T160,2,5,20,diverged
new,T160,2,5,40,diverged
new,T160,2,5,80,diverged
new,T160,2,5,160,diverged
new,T160,2,5,320,diverged
new,T160,2,10,5,diverged
new,T160,2,10,10,diverged
new,T160,2,10,20,diverged
new,T160,2,10,40,diverged
new,T160,2,10,80,diverged
new,T160,2,10,160,diverged
new,T160,2,10,320,diverged
new,T160,2,20,5,diverged
new,T160,2,20,10,diverged
new,T160,2,20,20,diverged
new,T160,2,20,40,diverged
new,T160,2,20,80,diverged
new,T160,2,20,160,diverged
new,T160,2,20,320,diverged
new,T160,2,40,5,hit_maxiter
new,T160,2,40,10,hit_maxiter
new,T160,2,40,20,hit_maxiter
new,T160,2,40,40,no_data
new,T160,2,40,80,no_data
new,T160,2,40,160,no_data
new,T160,2,40,320,no_data
new,T160,2,80,5,no_data
new,T160,2,80,10,no_data
new,T160,2,80,20,no_data
new,T160,2,80,40,no_data
new,T160,2,80,80,no_data
new,T160,2,80,160,no_data
new,T160,2,80,320,no_data
new,T160,2,160,5,no_data
new,T160,2,160,10,no_data
new,T160,2,160,20,no_data
new,T160,2,160,40,no_data
new,T160,2,160,80,no_data
new,T160,2,160,160,no_data
new,T160,2,160,320,no_data
new,T160,2,320,5,no_data
new,T160,2,320,10,no_data
new,T160,2,320,20,no_data
new,T160,2,320,40,no_data
new,T160,2,320,80,no_data
new,T160,2,320,160,no_data
new,T160,2,320,320,no_data
new,T160,3,5,5,incomplete
new,T160,3,5,10,incomplete
new,T160,3,5,20,incomplete
new,T160,3,5,40,incomplete
new,T160,3,5,80,incomplete
new,T160,3,5,160,incomplete
new,T160,3,5,320,incomplete
new,T160,3,10,5,diverged
new,T160,3,10,10,diverged
new,T160,3,10,20,diverged
new,T160,3,10,40,diverged
new,T160,3,10,80,diverged
new,T160,3,10,160,diverged
new,T160,3,10,320,diverged
new,T160,3,20,5,hit_maxiter
new,T160,3,20,10,hit_maxiter
new,T160,3,20,20,no_data
new,T160,3,20,40,no_data
new,T160,3,20,80,no_data
new,T160,3,20,160,no_data
new,T160,3,20,320,no_data
new,T160,3,40,5,no_data
new,T160,3,40,10,no_data
new,T160,3,40,20,no_data
new,T160,3,40,40,no_data
new,T160,3,40,80,no_data
new,T160,3,40,160,no_data
new,T160,3,40,320,no_data
new,T160,3,80,5,no_data
new,T160,3,80,10,no_data
new,T160,3,80,20,no_data
new,T160,3,80,40,no_data
new,T160,3,80,80,no_data
new,T160,3,80,160,no_data
new,T160,3,80,320,no_data
new,T160,3,160,5,no_data
new,T160,3,160,10,no_data
new,T160,3,160,20,no_data
new,T160,3,160,40,no_data
new,T160,3,160,80,no_data
new,T160,3,160,160,no_data
new,T160,3,160,320,no_data
new,T160,3,320,5,no_data
new,T160,3,320,10,no_data
new,T160,3,320,20,no_data
new,T160,3,320,40,no_data
new,T160,3,320,80,no_data
new,T160,3,320,160,no_data
new,T160,3,320,320,no_data
new,T160,4,5,5,diverged
new,T160,4,5,10,diverged
new,T160,4,5,20,diverged
new,T160,4,5,40,diverged
new,T160,4,5,80,diverged
new,T160,4,5,160,diverged
new,T160,4,5,320,diverged
new,T160,4,10,5,diverged
new,T160,4,10,10,diverged
new,T160,4,10,20,diverged
new,T160,4,10,40,diverged
new,T160,4,10,80,diverged
new,T160,4,10,160,diverged
new,T160,4,10,320,diverged
new,T160,4,20,5,hit_maxiter
new,T160,4,20,10,hit_maxiter
new,T160,4,20,20,hit_maxiter
new,T160,4,20,40,incomplete
new,T160,4,20,80,incomplete
new,T160,4,20,320,no_data
new,T160,4,40,5,no_data
new,T160,4,40,10,no_data
new,T160,4,40,20,no_data
new,T160,4,40,40,no_data
new,T160,4,40,80,no_data
new,T160,4,40,160,no_data
new,T160,4,40,320,no_data
new,T160,4,80,5,no_data
new,T160,4,80,10,no_data
new,T160,4,80,20,no_data
new,T160,4,80,40,no_data
new,T160,4,80,80,no_data
new,T160,4,80,160,no_data
new,T160,4,80,320,no_data
new,T160,4,160,5,no_data
new,T160,4,160,10,no_data
new,T160,4,160,20,no_data
new,T160,4,160,40,no_data
new,T160,4,160,80,no_data
new,T160,4,160,160,no_data
new,T160,4,160,320,no_data
new,T160,4,320,5,no_data
new,T160,4,320,10,no_data
new,T160,4,320,20,no_data
new,T160,4,320,40,no_data
new,T160,4,320,80,no_data
new,T160,4,320,160,no_data
new,T160,4,320,320,no_data
new,T160,5,5,5,diverged
new,T160,5,5,10,diverged
new,T160,5,5,20,diverged
new,T160,5,5,40,diverged
new,T160,5,5,80,diverged
new,T160,5,5,160,diverged
new,T160,5,5,320,diverged
new,T160,5,10,5,diverged
new,T160,5,10,10,diverged
new,T160,5,10,20,diverged
new,T160,5,10,40,diverged
new,T160,5,10,80,diverged
new,T160,5,10,160,diverged
new,T160,5,10,320,diverged
new,T160,5,20,5,hit_maxiter
new,T160,5,20,10,hit_maxiter
new,T160,5,20,20,incomplete
new,T160,5,20,40,incomplete
new,T160,5,20,80,incomplete
new,T160,5,20,320,incomplete
new,T160,5,40,5,no_data
new,T160,5,40,10,no_data
new,T160,5,40,20,no_data
new,T160,5,40,40,no_data
new,T160,5,40,80,no_data
new,T160,5,40,160,no_data
new,T160,5,40,320,no_data
new,T160,5,80,5,no_data
new,T160,5,80,10,no_data
new,T160,5,80,20,no_data
new,T160,5,80,40,no_data
new,T160,5,80,80,no_data
new,T160,5,80,160,no_data
new,T160,5,80,320,no_data
new,T160,5,160,5,no_data
new,T160,5,160,10,no_data
new,T160,5,160,20,no_data
new,T160,5,160,40,no_data
new,T160,5,160,80,no_data
new,T160,5,160,160,no_data
new,T160,5,160,320,no_data
new,T160,5,320,5,no_data
new,T160,5,320,10,no_data
new,T160,5,320,20,no_data
new,T160,5,320,40,no_data
new,T160,5,320,80,no_data
new,T160,5,320,160,no_data
new,T160,5,320,320,no_data
new,T160,6,5,5,diverged
new,T160,6,5,10,diverged
new,T160,6,5,20,diverged
new,T160,6,5,40,diverged
new,T160,6,5,80,diverged
new,T160,6,5,160,diverged
new,T160,6,5,320,diverged
new,T160,6,10,5,diverged
new,T160,6,10,10,diverged
new,T160,6,10,20,diverged
new,T160,6,10,40,diverged
new,T160,6,10,80,diverged
new,T160,6,10,160,diverged
new,T160,6,10,320,diverged
new,T160,6,20,5,hit_maxiter
new,T160,6,20,10,hit_maxiter
new,T160,6,20,20,no_data
new,T160,6,20,40,no_data
new,T160,6,20,80,no_data
new,T160,6,20,160,no_data
new,T160,6,20,320,no_data
new,T160,6,40,5,no_data
new,T160,6,40,10,no_data
new,T160,6,40,20,no_data
new,T160,6,40,40,no_data
new,T160,6,40,80,no_data
new,T160,6,40,160,no_data
new,T160,6,40,320,no_data
new,T160,6,80,5,no_data
new,T160,6,80,10,no_data
new,T160,6,80,20,no_data
new,T160,6,80,40,no_data
new,T160,6,80,80,no_data
new,T160,6,80,160,no_data
new,T160,6,80,320,no_data
new,T160,6,160,5,no_data
new,T160,6,160,10,no_data
new,T160,6,160,20,no_data
new,T160,6,160,40,no_data
new,T160,6,160,80,no_data
new,T160,6,160,160,no_data
new,T160,6,160,320,no_data
new,T160,6,320,5,no_data
new,T160,6,320,10,no_data
new,T160,6,320,20,no_data
new,T160,6,320,40,no_data
new,T160,6,320,80,no_data
new,T160,6,320,160,no_data
new,T160,6,320,320,no_data
new,T160,7,5,5,incomplete
new,T160,7,5,10,incomplete
new,T160,7,5,20,incomplete
new,T160,7,5,40,incomplete
new,T160,7,5,80,incomplete
new,T160,7,5,160,incomplete
new,T160,7,5,320,incomplete
new,T160,7,10,5,diverged
new,T160,7,10,10,diverged
new,T160,7,10,20,diverged
new,T160,7,10,40,diverged
new,T160,7,10,80,diverged
new,T160,7,10,160,diverged
new,T160,7,10,320,diverged
new,T160,7,20,5,hit_maxiter
new,T160,7,20,10,hit_maxiter
new,T160,7,20,20,hit_maxiter
new,T160,7,20,40,no_data
new,T160,7,20,80,no_data
new,T160,7,20,160,no_data
new,T160,7,20,320,no_data
new,T160,7,40,5,no_data
new,T160,7,40,10,no_data
new,T160,7,40,20,no_data
new,T160,7,40,40,no_data
new,T160,7,40,80,no_data
new,T160,7,40,160,no_data
new,T160,7,40,320,no_data
new,T160,7,80,5,no_data
new,T160,7,80,10,no_data
new,T160,7,80,20,no_data
new,T160,7,80,40,no_data
new,T160,7,80,80,no_data
new,T160,7,80,160,no_data
new,T160,7,80,320,no_data
new,T160,7,160,5,no_data
new,T160,7,160,10,no_data
new,T160,7,160,20,no_data
new,T160,7,160,40,no_data
new,T160,7,160,80,no_data
new,T160,7,160,160,no_data
new,T160,7,160,320,no_data
new,T160,7,320,5,no_data
new,T160,7,320,10,no_data
new,T160,7,320,20,no_data
new,T160,7,320,40,no_data
new,T160,7,320,80,no_data
new,T160,7,320,160,no_data
new,T160,7,320,320,no_data
new,T160,8,5,5,diverged
new,T160,8,5,10,diverged
new,T160,8,5,20,diverged
new,T160,8,5,40,diverged
new,T160,8,5,80,diverged
new,T160,8,5,160,diverged
new,T160,8,5,320,diverged
new,T160,8,10,5,incomplete
new,T160,8,10,10,no_data
new,T160,8,10,20,no_data
new,T160,8,10,40,no_data
new,T160,8,10,80,no_data
new,T160,8,10,160,no_data
new,T160,8,10,320,no_data
new,T160,8,20,5,no_data
new,T160,8,20,10,no_data
new,T160,8,20,20,no_data
new,T160,8,20,40,no_data
new,T160,8,20,80,no_data
new,T160,8,20,160,no_data
new,T160,8,20,320,no_data
new,T160,8,40,5,no_data
new,T160,8,40,10,no_data
new,T160,8,40,20,no_data
new,T160,8,40,40,no_data
new,T160,8,40,80,no_data
new,T160,8,40,160,no_data
new,T160,8,40,320,no_data
new,T160,8,80,5,no_data
new,T160,8,80,10,no_data
new,T160,8,80,20,no_data
new,T160,8,80,40,no_data
new,T160,8,80,80,no_data
new,T160,8,80,160,no_data
new,T160,8,80,320,no_data
new,T160,8,160,5,no_data
new,T160,8,160,10,no_data
new,T160,8,160,20,no_data
new,T160,8,160,40,no_data
new,T160,8,160,80,no_data
new,T160,8,160,160,no_data
new,T160,8,160,320,no_data
new,T160,8,320,5,no_data
new,T160,8,320,10,no_data
new,T160,8,320,20,no_data
new,T160,8,320,40,no_data
new,T160,8,320,80,no_data
new,T160,8,320,160,no_data
new,T160,8,320,320,no_data
new,T160,9,5,5,diverged
new,T160,9,5,10,diverged
new,T160,9,5,20,diverged
new,T160,9,5,40,diverged
new,T160,9,5,80,diverged
new,T160,9,5,160,diverged
new,T160,9,5,320,diverged
new,T160,9,10,5,diverged
new,T160,9,10,10,diverged
new,T160,9,10,20,diverged
new,T160,9,10,40,diverged
new,T160,9,10,80,diverged
new,T160,9,10,160,diverged
new,T160,9,10,320,diverged
new,T160,9,20,5,hit_maxiter
new,T160,9,20,10,hit_maxiter
new,T160,9,20,20,no_data
new,T160,9,20,40,no_data
new,T160,9,20,80,no_data
new,T160,9,20,160,no_data
new,T160,9,20,320,no_data
new,T160,9,40,5,no_data
new,T160,9,40,10,no_data
new,T160,9,40,20,no_data
new,T160,9,40,40,no_data
new,T160,9,40,80,no_data
new,T160,9,40,160,no_data
new,T160,9,40,320,no_data
new,T160,9,80,5,no_data
new,T160,9,80,10,no_data
new,T160,9,80,20,no_data
new,T160,9,80,40,no_data
new,T160,9,80,80,no_data
new,T160,9,80,160,no_data
new,T160,9,80,320,no_data
new,T160,9,160,5,no_data
new,T160,9,160,10,no_data
new,T160,9,160,20,no_data
new,T160,9,160,40,no_data
new,T160,9,160,80,no_data
new,T160,9,160,160,no_data
new,T160,9,160,320,no_data
new,T160,9,320,5,no_data
new,T160,9,320,10,no_data
new,T160,9,320,20,no_data
new,T160,9,320,40,no_data
new,T160,9,320,80,no_data
new,T160,9,320,160,no_data
new,T160,9,320,320,no_data
new,T160,10,5,5,incomplete
new,T160,10,5,10,incomplete
new,T160,10,5,20,incomplete
new,T160,10,5,40,incomplete
new,T160,10,5,80,incomplete
new,T160,10,5,160,incomplete
new,T160,10,5,320,incomplete
new,T160,10,10,5,incomplete
new,T160,10,10,10,incomplete
new,T160,10,10,20,incomplete
new,T160,10,10,40,incomplete
new,T160,10,10,80,incomplete
new,T160,10,10,160,incomplete
new,T160,10,10,320,incomplete
new,T160,10,20,5,hit_maxiter
new,T160,10,20,10,hit_maxiter
new,T160,10,20,20,hit_maxiter
new,T160,10,20,40,incomplete
new,T160,10,20,80,no_data
new,T160,10,20,160,no_data
new,T160,10,20,320,no_data
new,T160,10,40,5,no_data
new,T160,10,40,10,no_data
new,T160,10,40,20,no_data
new,T160,10,40,40,no_data
new,T160,10,40,80,no_data
new,T160,10,40,160,no_data
new,T160,10,40,320,no_data
new,T160,10,80,5,no_data
new,T160,10,80,10,no_data
new,T160,10,80,20,no_data
new,T160,10,80,40,no_data
new,T160,10,80,80,no_data
new,T160,10,80,160,no_data
new,T160,10,80,320,no_data
new,T160,10,160,5,no_data
new,T160,10,160,10,no_data
new,T160,10,160,20,no_data
new,T160,10,160,40,no_data
new,T160,10,160,80,no_data
new,T160,10,160,160,no_data
new,T160,10,160,320,no_data
new,T160,10,320,5,no_data
new,T160,10,320,10,no_data
new,T160,10,320,20,no_data
new,T160,10,320,40,no_data
new,T160,10,320,80,no_data
new,T160,10,320,160,no_data
new,T160,10,320,320,no_data
new,T160,11,5,5,diverged
new,T160,11,5,10,diverged
new,T160,11,5,20,diverged
new,T160,11,5,40,diverged
new,T160,11,5,80,diverged
new,T160,11,5,160,diverged
new,T160,11,5,320,diverged
new,T160,11,10,5,no_data
new,T160,11,10,10,no_data
new,T160,11,10,20,no_data
new,T160,11,10,40,no_data
new,T160,11,10,80,no_data
new,T160,11,10,160,no_data
new,T160,11,10,320,no_data
new,T160,11,20,5,no_data
new,T160,11,20,10,no_data
new,T160,11,20,20,no_data
new,T160,11,20,40,no_data
new,T160,11,20,80,no_data
new,T160,11,20,160,no_data
new,T160,11,20,320,no_data
new,T160,11,40,5,no_data
new,T160,11,40,10,no_data
new,T160,11,40,20,no_data
new,T160,11,40,40,no_data
new,T160,11,40,80,no_data
new,T160,11,40,160,no_data
new,T160,11,40,320,no_data
new,T160,11,80,5,no_data
new,T160,11,80,10,no_data
new,T160,11,80,20,no_data
new,T160,11,80,40,no_data
new,T160,11,80,80,no_data
new,T160,11,80,160,no_data
new,T160,11,80,320,no_data
new,T160,11,160,5,no_data
new,T160,11,160,10,no_data
new,T160,11,160,20,no_data
new,T160,11,160,40,no_data
new,T160,11,160,80,no_data
new,T160,11,160,160,no_data
new,T160,11,160,320,no_data
new,T160,11,320,5,no_data
new,T160,11,320,10,no_data
new,T160,11,320,20,no_data
new,T160,11,320,40,no_data
new,T160,11,320,80,no_data
new,T160,11,320,160,no_data
new,T160,11,320,320,no_data
new,T160,12,5,5,incomplete
new,T160,12,5,10,incomplete
new,T160,12,5,20,incomplete
new,T160,12,5,40,incomplete
new,T160,12,5,80,incomplete
new,T160,12,5,160,incomplete
new,T160,12,5,320,incomplete
new,T160,12,10,5,diverged
new,T160,12,10,10,diverged
new,T160,12,10,20,diverged
new,T160,12,10,40,diverged
new,T160,12,10,80,diverged
new,T160,12,10,160,diverged
new,T160,12,10,320,diverged
new,T160,12,20,5,hit_maxiter
new,T160,12,20,10,hit_maxiter
new,T160,12,20,20,hit_maxiter
new,T160,12,20,40,no_data
new,T160,12,20,80,no_data
new,T160,12,20,160,no_data
new,T160,12,20,320,no_data
new,T160,12,40,5,no_data
new,T160,12,40,10,no_data
new,T160,12,40,20,no_data
new,T160,12,40,40,no_data
new,T160,12,40,80,no_data
new,T160,12,40,160,no_data
new,T160,12,40,320,no_data
new,T160,12,80,5,no_data
new,T160,12,80,10,no_data
new,T160,12,80,20,no_data
new,T160,12,80,40,no_data
new,T160,12,80,80,no_data
new,T160,12,80,160,no_data
new,T160,12,80,320,no_data
new,T160,12,160,5,no_data
new,T160,12,160,10,no_data
new,T160,12,160,20,no_data
new,T160,12,160,40,no_data
new,T160,12,160,80,no_data
new,T160,12,160,160,no_data
new,T160,12,160,320,no_data
new,T160,12,320,5,no_data
new,T160,12,320,10,no_data
new,T160,12,320,20,no_data
new,T160,12,320,40,no_data
new,T160,12,320,80,no_data
new,T160,12,320,160,no_data
new,T160,12,320,320,no_data
new,T160,13,5,5,diverged
new,T160,13,5,10,diverged
new,T160,13,5,20,diverged
new,T160,13,5,40,diverged
new,T160,13,5,80,diverged
new,T160,13,5,160,diverged
new,T160,13,5,320,diverged
new,T160,13,10,5,diverged
new,T160,13,10,10,diverged
new,T160,13,10,20,diverged
new,T160,13,10,40,diverged
new,T160,13,10,80,diverged
new,T160,13,10,160,diverged
new,T160,13,10,320,diverged
new,T160,13,20,5,hit_maxiter
new,T160,13,20,10,hit_maxiter
new,T160,13,20,20,no_data
new,T160,13,20,40,no_data
new,T160,13,20,80,no_data
new,T160,13,20,160,no_data
new,T160,13,20,320,no_data
new,T160,13,40,5,no_data
new,T160,13,40,10,no_data
new,T160,13,40,20,no_data
new,T160,13,40,40,no_data
new,T160,13,40,80,no_data
new,T160,13,40,160,no_data
new,T160,13,40,320,no_data
new,T160,13,80,5,no_data
new,T160,13,80,10,no_data
new,T160,13,80,20,no_data
new,T160,13,80,40,no_data
new,T160,13,80,80,no_data
new,T160,13,80,160,no_data
new,T160,13,80,320,no_data
new,T160,13,160,5,no_data
new,T160,13,160,10,no_data
new,T160,13,160,20,no_data
new,T160,13,160,40,no_data
new,T160,13,160,80,no_data
new,T160,13,160,160,no_data
new,T160,13,160,320,no_data
new,T160,13,320,5,no_data
new,T160,13,320,10,no_data
new,T160,13,320,20,no_data
new,T160,13,320,40,no_data
new,T160,13,320,80,no_data
new,T160,13,320,160,no_data
new,T160,13,320,320,no_data
new,T160,14,5,5,diverged
new,T160,14,5,10,diverged
new,T160,14,5,20,diverged
new,T160,14,5,40,diverged
new,T160,14,5,80,diverged
new,T160,14,5,160,diverged
new,T160,14,5,320,diverged
new,T160,14,10,5,diverged
new,T160,14,10,10,diverged
new,T160,14,10,20,diverged
new,T160,14,10,40,diverged
new,T160,14,10,80,diverged
new,T160,14,10,160,diverged
new,T160,14,10,320,diverged
new,T160,14,20,5,hit_maxiter
new,T160,14,20,10,no_data
new,T160,14,20,20,no_data
new,T160,14,20,40,no_data
new,T160,14,20,80,no_data
new,T160,14,20,160,no_data
new,T160,14,20,320,no_data
new,T160,14,40,5,no_data
new,T160,14,40,10,no_data
new,T160,14,40,20,no_data
new,T160,14,40,40,no_data
new,T160,14,40,80,no_data
new,T160,14,40,160,no_data
new,T160,14,40,320,no_data
new,T160,14,80,5,no_data
new,T160,14,80,10,no_data
new,T160,14,80,20,no_data
new,T160,14,80,40,no_data
new,T160,14,80,80,no_data
new,T160,14,80,160,no_data
new,T160,14,80,320,no_data
new,T160,14,160,5,no_data
new,T160,14,160,10,no_data
new,T160,14,160,20,no_data
new,T160,14,160,40,no_data
new,T160,14,160,80,no_data
new,T160,14,160,160,no_data
new,T160,14,160,320,no_data
new,T160,14,320,5,no_data
new,T160,14,320,10,no_data
new,T160,14,320,20,no_data
new,T160,14,320,40,no_data
new,T160,14,320,80,no_data
new,T160,14,320,160,no_data
new,T160,14,320,320,no_data
new,T160,15,5,5,diverged
new,T160,15,5,10,diverged
new,T160,15,5,20,diverged
new,T160,15,5,40,diverged
new,T160,15,5,80,diverged
new,T160,15,5,160,diverged
new,T160,15,5,320,diverged
new,T160,15,10,5,diverged
new,T160,15,10,10,diverged
new,T160,15,10,20,diverged
new,T160,15,10,40,diverged
new,T160,15,10,80,diverged
new,T160,15,10,160,diverged
new,T160,15,10,320,diverged
new,T160,15,20,5,hit_maxiter
new,T160,15,20,10,hit_maxiter
new,T160,15,20,20,hit_maxiter
new,T160,15,20,40,no_data
new,T160,15,20,80,no_data
new,T160,15,20,160,no_data
new,T160,15,20,320,no_data
new,T160,15,40,5,no_data
new,T160,15,40,10,no_data
new,T160,15,40,20,no_data
new,T160,15,40,40,no_data
new,T160,15,40,80,no_data
new,T160,15,40,160,no_data
new,T160,15,40,320,no_data
new,T160,15,80,5,no_data
new,T160,15,80,10,no_data
new,T160,15,80,20,no_data
new,T160,15,80,40,no_data
new,T160,15,80,80,no_data
new,T160,15,80,160,no_data
new,T160,15,80,320,no_data
new,T160,15,160,5,no_data
new,T160,15,160,10,no_data
new,T160,15,160,20,no_data
new,T160,15,160,40,no_data
new,T160,15,160,80,no_data
new,T160,15,160,160,no_data
new,T160,15,160,320,no_data
new,T160,15,320,5,no_data
new,T160,15,320,10,no_data
new,T160,15,320,20,no_data
new,T160,15,320,40,no_data
new,T160,15,320,80,no_data
new,T160,15,320,160,no_data
new,T160,15,320,320,no_data
new,T160,16,5,5,diverged
new,T160,16,5,10,diverged
new,T160,16,5,20,diverged
new,T160,16,5,40,diverged
new,T160,16,5,80,diverged
new,T160,16,5,160,diverged
new,T160,16,5,320,diverged
new,T160,16,10,5,incomplete
new,T160,16,10,10,no_data
new,T160,16,10,20,no_data
new,T160,16,10,40,no_data
new,T160,16,10,80,no_data
new,T160,16,10,160,no_data
new,T160,16,10,320,no_data
new,T160,16,20,5,no_data
new,T160,16,20,10,no_data
new,T160,16,20,20,no_data
new,T160,16,20,40,no_data
new,T160,16,20,80,no_data
new,T160,16,20,160,no_data
new,T160,16,20,320,no_data
new,T160,16,40,5,no_data
new,T160,16,40,10,no_data
new,T160,16,40,20,no_data
new,T160,16,40,40,no_data
new,T160,16,40,80,no_data
new,T160,16,40,160,no_data
new,T160,16,40,320,no_data
new,T160,16,80,5,no_data
new,T160,16,80,10,no_data
new,T160,16,80,20,no_data
new,T160,16,80,40,no_data
new,T160,16,80,80,no_data
new,T160,16,80,160,no_data
new,T160,16,80,320,no_data
new,T160,16,160,5,no_data
new,T160,16,160,10,no_data
new,T160,16,160,20,no_data
new,T160,16,160,40,no_data
new,T160,16,160,80,no_data
new,T160,16,160,160,no_data
new,T160,16,160,320,no_data
new,T160,16,320,5,no_data
new,T160,16,320,10,no_data
new,T160,16,320,20,no_data
new,T160,16,320,40,no_data
new,T160,16,320,80,no_data
new,T160,16,320,160,no_data
new,T160,16,320,320,no_data
new,T160,17,5,5,diverged
new,T160,17,5,10,diverged
new,T160,17,5,20,diverged
new,T160,17,5,40,diverged
new,T160,17,5,80,diverged
new,T160,17,5,160,diverged
new,T160,17,5,320,diverged
new,T160,17,10,5,diverged
new,T160,17,10,10,diverged
new,T160,17,10,20,diverged
new,T160,17,10,40,diverged
new,T160,17,10,80,diverged
new,T160,17,10,160,diverged
new,T160,17,10,320,diverged
new,T160,17,20,5,hit_maxiter
new,T160,17,20,10,hit_maxiter
new,T160,17,20,20,hit_maxiter
new,T160,17,20,40,incomplete
new,T160,17,20,80,no_data
new,T160,17,20,160,no_data
new,T160,17,20,320,no_data
new,T160,17,40,5,no_data
new,T160,17,40,10,no_data
new,T160,17,40,20,no_data
new,T160,17,40,40,no_data
new,T160,17,40,80,no_data
new,T160,17,40,160,no_data
new,T160,17,40,320,no_data
new,T160,17,80,5,no_data
new,T160,17,80,10,no_data
new,T160,17,80,20,no_data
new,T160,17,80,40,no_data
new,T160,17,80,80,no_data
new,T160,17,80,160,no_data
new,T160,17,80,320,no_data
new,T160,17,160,5,no_data
new,T160,17,160,10,no_data
new,T160,17,160,20,no_data
new,T160,17,160,40,no_data
new,T160,17,160,80,no_data
new,T160,17,160,160,no_data
new,T160,17,160,320,no_data
new,T160,17,320,5,no_data
new,T160,17,320,10,no_data
new,T160,17,320,20,no_data
new,T160,17,320,40,no_data
new,T160,17,320,80,no_data
new,T160,17,320,160,no_data
new,T160,17,320,320,no_data
new,T160,18,5,5,incomplete
new,T160,18,5,10,incomplete
new,T160,18,5,20,incomplete
new,T160,18,5,40,incomplete
new,T160,18,5,80,incomplete
new,T160,18,5,160,incomplete
new,T160,18,5,320,incomplete
new,T160,18,10,5,diverged
new,T160,18,10,10,diverged
new,T160,18,10,20,diverged
new,T160,18,10,40,diverged
new,T160,18,10,80,diverged
new,T160,18,10,160,diverged
new,T160,18,10,320,diverged
new,T160,18,20,5,hit_maxiter
new,T160,18,20,10,no_data
new,T160,18,20,20,no_data
new,T160,18,20,40,no_data
new,T160,18,20,80,no_data
new,T160,18,20,160,no_data
new,T160,18,20,320,no_data
new,T160,18,40,5,no_data
new,T160,18,40,10,no_data
new,T160,18,40,20,no_data
new,T160,18,40,40,no_data
new,T160,18,40,80,no_data
new,T160,18,40,160,no_data
new,T160,18,40,320,no_data
new,T160,18,80,5,no_data
new,T160,18,80,10,no_data
new,T160,18,80,20,no_data
new,T160,18,80,40,no_data
new,T160,18,80,80,no_data
new,T160,18,80,160,no_data
new,T160,18,80,320,no_data
new,T160,18,160,5,no_data
new,T160,18,160,10,no_data
new,T160,18,160,20,no_data
new,T160,18,160,40,no_data
new,T160,18,160,80,no_data
new,T160,18,160,160,no_data
new,T160,18,160,320,no_data
new,T160,18,320,5,no_data
new,T160,18,320,10,no_data
new,T160,18,320,20,no_data
new,T160,18,320,40,no_data
new,T160,18,320,80,no_data
new,T160,18,320,160,no_data
new,T160,18,320,320,no_data
new,T160,19,5,5,diverged
new,T160,19,5,10,diverged
new,T160,19,5,20,diverged
new,T160,19,5,40,diverged
new,T160,19,5,80,diverged
new,T160,19,5,160,diverged
new,T160,19,5,320,diverged
new,T160,19,10,5,no_data
new,T160,19,10,10,no_data
new,T160,19,10,20,no_data
new,T160,19,10,40,no_data
new,T160,19,10,80,no_data
new,T160,19,10,160,no_data
new,T160,19,10,320,no_data
new,T160,19,20,5,no_data
new,T160,19,20,10,no_data
