folder,T,rec_id,N,m,status
new,T80,62,10,10,hit_maxiter
new,T80,62,10,20,incomplete
new,T80,62,10,40,incomplete
new,T80,62,10,80,incomplete
new,T80,62,10,320,incomplete
new,T80,62,20,5,hit_maxiter
new,T80,62,20,10,no_data
new,T80,62,20,20,no_data
new,T80,62,20,40,no_data
new,T80,62,20,80,no_data
new,T80,62,20,160,no_data
new,T80,62,20,320,no_data
new,T80,62,40,5,no_data
new,T80,62,40,10,no_data
new,T80,62,40,20,no_data
new,T80,62,40,40,no_data
new,T80,62,40,80,no_data
new,T80,62,40,160,no_data
new,T80,62,40,320,no_data
new,T80,62,80,5,no_data
new,T80,62,80,10,no_data
new,T80,62,80,20,no_data
new,T80,62,80,40,no_data
new,T80,62,80,80,no_data
new,T80,62,80,160,no_data
new,T80,62,80,320,no_data
new,T80,62,160,5,no_data
new,T80,62,160,10,no_data
new,T80,62,160,20,no_data
new,T80,62,160,40,no_data
new,T80,62,160,80,no_data
new,T80,62,160,160,no_data
new,T80,62,160,320,no_data
new,T80,62,320,5,no_data
new,T80,62,320,10,no_data
new,T80,62,320,20,no_data
new,T80,62,320,40,no_data
new,T80,62,320,80,no_data
new,T80,62,320,160,no_data
new,T80,62,320,320,no_data
new,T80,63,5,5,incomplete
new,T80,63,5,10,no_data
new,T80,63,5,20,no_data
new,T80,63,5,40,no_data
new,T80,63,5,80,no_data
new,T80,63,5,160,no_data
new,T80,63,5,320,no_data
new,T80,63,10,5,no_data
new,T80,63,10,10,no_data
new,T80,63,10,20,no_data
new,T80,63,10,40,no_data
new,T80,63,10,80,no_data
new,T80,63,10,160,no_data
new,T80,63,10,320,no_data
new,T80,63,20,5,no_data
new,T80,63,20,10,no_data
new,T80,63,20,20,no_data
new,T80,63,20,40,no_data
new,T80,63,20,80,no_data
new,T80,63,20,160,no_data
new,T80,63,20,320,no_data
new,T80,63,40,5,no_data
new,T80,63,40,10,no_data
new,T80,63,40,20,no_data
new,T80,63,40,40,no_data
new,T80,63,40,80,no_data
new,T80,63,40,160,no_data
new,T80,63,40,320,no_data
new,T80,63,80,5,no_data
new,T80,63,80,10,no_data
new,T80,63,80,20,no_data
new,T80,63,80,40,no_data
new,T80,63,80,80,no_data
new,T80,63,80,160,no_data
new,T80,63,80,320,no_data
new,T80,63,160,5,no_data
new,T80,63,160,10,no_data
new,T80,63,160,20,no_data
new,T80,63,160,40,no_data
new,T80,63,160,80,no_data
new,T80,63,160,160,no_data
new,T80,63,160,320,no_data
new,T80,63,320,5,no_data
new,T80,63,320,10,no_data
new,T80,63,320,20,no_data
new,T80,63,320,40,no_data
new,T80,63,320,80,no_data
new,T80,63,320,160,no_data
new,T80,63,320,320,no_data
new,T80,64,5,5,incomplete
new,T80,64,5,10,incomplete
new,T80,64,5,20,incomplete
new,T80,64,5,40,incomplete
new,T80,64,5,80,incomplete
new,T80,64,5,160,incomplete
new,T80,64,5,320,incomplete
new,T80,64,10,5,incomplete
new,T80,64,10,10,incomplete
new,T80,64,10,20,incomplete
new,T80,64,10,40,incomplete
new,T80,64,10,80,incomplete
new,T80,64,10,160,incomplete
new,T80,64,10,320,incomplete
new,T80,64,20,5,incomplete
new,T80,64,20,10,incomplete
new,T80,64,20,20,incomplete
new,T80,64,20,40,incomplete
new,T80,64,20,80,incomplete
new,T80,64,20,160,incomplete
new,T80,64,20,320,incomplete
new,T80,64,40,5,incomplete
new,T80,64,40,20,incomplete
new,T80,64,40,40,incomplete
new,T80,64,40,80,incomplete
new,T80,64,40,320,incomplete
new,T80,64,80,5,hit_maxiter
new,T80,65,5,5,diverged
new,T80,65,5,10,diverged
new,T80,65,5,20,diverged
new,T80,65,5,40,diverged
new,T80,65,5,80,diverged
new,T80,65,5,160,diverged
new,T80,65,5,320,diverged
new,T80,65,10,5,incomplete
new,T80,65,10,10,incomplete
new,T80,65,10,20,incomplete
new,T80,65,10,40,incomplete
new,T80,65,10,80,incomplete
new,T80,65,10,160,incomplete
new,T80,65,10,320,incomplete
new,T80,65,40,5,incomplete
new,T80,65,40,20,incomplete
new,T80,65,40,40,incomplete
new,T80,65,40,80,incomplete
new,T80,65,40,160,incomplete
new,T80,65,40,320,incomplete
new,T80,66,5,5,incomplete
new,T80,66,5,10,incomplete
new,T80,66,5,20,incomplete
new,T80,66,5,40,incomplete
new,T80,66,5,80,incomplete
new,T80,66,5,160,incomplete
new,T80,66,5,320,incomplete
new,T80,66,10,5,hit_maxiter
new,T80,66,10,10,hit_maxiter
new,T80,66,10,20,no_data
new,T80,66,10,40,no_data
new,T80,66,10,80,no_data
new,T80,66,10,160,no_data
new,T80,66,10,320,no_data
new,T80,66,20,5,no_data
new,T80,66,20,10,no_data
new,T80,66,20,20,no_data
new,T80,66,20,40,no_data
new,T80,66,20,80,no_data
new,T80,66,20,160,no_data
new,T80,66,20,320,no_data
new,T80,66,40,5,no_data
new,T80,66,40,10,no_data
new,T80,66,40,20,no_data
new,T80,66,40,40,no_data
new,T80,66,40,80,no_data
new,T80,66,40,160,no_data
new,T80,66,40,320,no_data
new,T80,66,80,5,no_data
new,T80,66,80,10,no_data
new,T80,66,80,20,no_data
new,T80,66,80,40,no_data
new,T80,66,80,80,no_data
new,T80,66,80,160,no_data
new,T80,66,80,320,no_data
new,T80,66,160,5,no_data
new,T80,66,160,10,no_data
new,T80,66,160,20,no_data
new,T80,66,160,40,no_data
new,T80,66,160,80,no_data
new,T80,66,160,160,no_data
new,T80,66,160,320,no_data
new,T80,66,320,5,no_data
new,T80,66,320,10,no_data
new,T80,66,320,20,no_data
new,T80,66,320,40,no_data
new,T80,66,320,80,no_data
new,T80,66,320,160,no_data
new,T80,66,320,320,no_data
new,T80,67,5,5,diverged
new,T80,67,5,10,diverged
new,T80,67,5,20,diverged
new,T80,67,5,40,diverged
new,T80,67,5,80,diverged
new,T80,67,5,160,diverged
new,T80,67,5,320,diverged
new,T80,67,10,5,hit_maxiter
new,T80,67,10,10,no_data
new,T80,67,10,20,no_data
new,T80,67,10,40,no_data
new,T80,67,10,80,no_data
new,T80,67,10,160,no_data
new,T80,67,10,320,no_data
new,T80,67,20,5,no_data
new,T80,67,20,10,no_data
new,T80,67,20,20,no_data
new,T80,67,20,40,no_data
new,T80,67,20,80,no_data
new,T80,67,20,160,no_data
new,T80,67,20,320,no_data
new,T80,67,40,5,no_data
new,T80,67,40,10,no_data
new,T80,67,40,20,no_data
new,T80,67,40,40,no_data
new,T80,67,40,80,no_data
new,T80,67,40,160,no_data
new,T80,67,40,320,no_data
new,T80,67,80,5,no_data
new,T80,67,80,10,no_data
new,T80,67,80,20,no_data
new,T80,67,80,40,no_data
new,T80,67,80,80,no_data
new,T80,67,80,160,no_data
new,T80,67,80,320,no_data
new,T80,67,160,5,no_data
new,T80,67,160,10,no_data
new,T80,67,160,20,no_data
new,T80,67,160,40,no_data
new,T80,67,160,80,no_data
new,T80,67,160,160,no_data
new,T80,67,160,320,no_data
new,T80,67,320,5,no_data
new,T80,67,320,10,no_data
new,T80,67,320,20,no_data
new,T80,67,320,40,no_data
new,T80,67,320,80,no_data
new,T80,67,320,160,no_data
new,T80,67,320,320,no_data
new,T80,68,5,5,incomplete
new,T80,68,5,10,incomplete
new,T80,68,5,20,incomplete
new,T80,68,5,40,incomplete
new,T80,68,5,80,incomplete
new,T80,68,5,160,incomplete
new,T80,68,5,320,incomplete
new,T80,68,10,5,hit_maxiter
new,T80,68,10,10,no_data
new,T80,68,10,20,no_data
new,T80,68,10,40,no_data
new,T80,68,10,80,no_data
new,T80,68,10,160,no_data
new,T80,68,10,320,no_data
new,T80,68,20,5,no_data
new,T80,68,20,10,no_data
new,T80,68,20,20,no_data
new,T80,68,20,40,no_data
new,T80,68,20,80,no_data
new,T80,68,20,160,no_data
new,T80,68,20,320,no_data
new,T80,68,40,5,no_data
new,T80,68,40,10,no_data
new,T80,68,40,20,no_data
new,T80,68,40,40,no_data
new,T80,68,40,80,no_data
new,T80,68,40,160,no_data
new,T80,68,40,320,no_data
new,T80,68,80,5,no_data
new,T80,68,80,10,no_data
new,T80,68,80,20,no_data
new,T80,68,80,40,no_data
new,T80,68,80,80,no_data
new,T80,68,80,160,no_data
new,T80,68,80,320,no_data
new,T80,68,160,5,no_data
new,T80,68,160,10,no_data
new,T80,68,160,20,no_data
new,T80,68,160,40,no_data
new,T80,68,160,80,no_data
new,T80,68,160,160,no_data
new,T80,68,160,320,no_data
new,T80,68,320,5,no_data
new,T80,68,320,10,no_data
new,T80,68,320,20,no_data
new,T80,68,320,40,no_data
new,T80,68,320,80,no_data
new,T80,68,320,160,no_data
new,T80,68,320,320,no_data
new,T80,69,5,5,diverged
new,T80,69,5,10,diverged
new,T80,69,5,20,diverged
new,T80,69,5,40,diverged
new,T80,69,5,80,diverged
new,T80,69,5,160,diverged
new,T80,69,5,320,diverged
new,T80,69,10,5,hit_maxiter
new,T80,69,10,10,hit_maxiter
new,T80,69,10,20,hit_maxiter
new,T80,69,10,40,incomplete
new,T80,69,20,5,no_data
new,T80,69,20,10,no_data
new,T80,69,20,20,no_data
new,T80,69,20,40,no_data
new,T80,69,20,80,no_data
new,T80,69,20,160,no_data
new,T80,69,20,320,no_data
new,T80,69,40,5,no_data
new,T80,69,40,10,no_data
new,T80,69,40,20,no_data
new,T80,69,40,40,no_data
new,T80,69,40,80,no_data
new,T80,69,40,160,no_data
new,T80,69,40,320,no_data
new,T80,69,80,5,no_data
new,T80,69,80,10,no_data
new,T80,69,80,20,no_data
new,T80,69,80,40,no_data
new,T80,69,80,80,no_data
new,T80,69,80,160,no_data
new,T80,69,80,320,no_data
new,T80,69,160,5,no_data
new,T80,69,160,10,no_data
new,T80,69,160,20,no_data
new,T80,69,160,40,no_data
new,T80,69,160,80,no_data
new,T80,69,160,160,no_data
new,T80,69,160,320,no_data
new,T80,69,320,5,no_data
new,T80,69,320,10,no_data
new,T80,69,320,20,no_data
new,T80,69,320,40,no_data
new,T80,69,320,80,no_data
new,T80,69,320,160,no_data
new,T80,69,320,320,no_data
new,T80,70,5,5,hit_maxiter
new,T80,70,5,10,incomplete
new,T80,70,5,20,no_data
new,T80,70,5,40,no_data
new,T80,70,5,80,no_data
new,T80,70,5,160,no_data
new,T80,70,5,320,no_data
new,T80,70,10,5,no_data
new,T80,70,10,10,no_data
new,T80,70,10,20,no_data
new,T80,70,10,40,no_data
new,T80,70,10,80,no_data
new,T80,70,10,160,no_data
new,T80,70,10,320,no_data
new,T80,70,20,5,no_data
new,T80,70,20,10,no_data
new,T80,70,20,20,no_data
new,T80,70,20,40,no_data
new,T80,70,20,80,no_data
new,T80,70,20,160,no_data
new,T80,70,20,320,no_data
new,T80,70,40,5,no_data
new,T80,70,40,10,no_data
new,T80,70,40,20,no_data
new,T80,70,40,40,no_data
new,T80,70,40,80,no_data
new,T80,70,40,160,no_data
new,T80,70,40,320,no_data
new,T80,70,80,5,no_data
new,T80,70,80,10,no_data
new,T80,70,80,20,no_data
new,T80,70,80,40,no_data
new,T80,70,80,80,no_data
new,T80,70,80,160,no_data
new,T80,70,80,320,no_data
new,T80,70,160,5,no_data
new,T80,70,160,10,no_data
new,T80,70,160,20,no_data
new,T80,70,160,40,no_data
new,T80,70,160,80,no_data
new,T80,70,160,160,no_data
new,T80,70,160,320,no_data
new,T80,70,320,5,no_data
new,T80,70,320,10,no_data
new,T80,70,320,20,no_data
new,T80,70,320,40,no_data
new,T80,70,320,80,no_data
new,T80,70,320,160,no_data
new,T80,70,320,320,no_data
new,T80,71,5,5,diverged
new,T80,71,5,10,diverged
new,T80,71,5,20,diverged
new,T80,71,5,40,diverged
new,T80,71,5,80,diverged
new,T80,71,5,160,diverged
new,T80,71,5,320,diverged
new,T80,71,10,5,hit_maxiter
new,T80,71,10,10,hit_maxiter
new,T80,71,10,20,hit_maxiter
new,T80,71,10,40,incomplete
new,T80,71,10,80,no_data
new,T80,71,10,160,no_data
new,T80,71,10,320,no_data
new,T80,71,20,5,no_data
new,T80,71,20,10,no_data
new,T80,71,20,20,no_data
new,T80,71,20,40,no_data
new,T80,71,20,80,no_data
new,T80,71,20,160,no_data
new,T80,71,20,320,no_data
new,T80,71,40,5,no_data
new,T80,71,40,10,no_data
new,T80,71,40,20,no_data
new,T80,71,40,40,no_data
new,T80,71,40,80,no_data
new,T80,71,40,160,no_data
new,T80,71,40,320,no_data
new,T80,71,80,5,no_data
new,T80,71,80,10,no_data
new,T80,71,80,20,no_data
new,T80,71,80,40,no_data
new,T80,71,80,80,no_data
new,T80,71,80,160,no_data
new,T80,71,80,320,no_data
new,T80,71,160,5,no_data
new,T80,71,160,10,no_data
new,T80,71,160,20,no_data
new,T80,71,160,40,no_data
new,T80,71,160,80,no_data
new,T80,71,160,160,no_data
new,T80,71,160,320,no_data
new,T80,71,320,5,no_data
new,T80,71,320,10,no_data
new,T80,71,320,20,no_data
new,T80,71,320,40,no_data
new,T80,71,320,80,no_data
new,T80,71,320,160,no_data
new,T80,71,320,320,no_data
new,T80,72,5,5,diverged
new,T80,72,5,10,diverged
new,T80,72,5,20,diverged
new,T80,72,5,40,diverged
new,T80,72,5,80,diverged
new,T80,72,5,160,diverged
new,T80,72,5,320,diverged
new,T80,72,10,5,diverged
new,T80,72,10,10,diverged
new,T80,72,10,20,diverged
new,T80,72,10,40,diverged
new,T80,72,10,80,diverged
new,T80,72,10,160,diverged
new,T80,72,10,320,diverged
new,T80,72,20,5,incomplete
new,T80,72,20,10,hit_maxiter
new,T80,72,20,20,incomplete
new,T80,72,20,40,incomplete
new,T80,72,20,160,incomplete
new,T80,72,20,320,incomplete
new,T80,72,40,5,hit_maxiter
new,T80,72,40,10,hit_maxiter
new,T80,72,80,5,hit_maxiter
new,T80,72,80,10,hit_maxiter
new,T80,72,80,20,hit_maxiter
new,T80,72,80,40,no_data
new,T80,72,80,80,no_data
new,T80,72,80,160,no_data
new,T80,72,80,320,no_data
new,T80,72,160,5,no_data
new,T80,72,160,10,no_data
new,T80,72,160,20,no_data
new,T80,72,160,40,no_data
new,T80,72,160,80,no_data
new,T80,72,160,160,no_data
new,T80,72,160,320,no_data
new,T80,72,320,5,no_data
new,T80,72,320,10,no_data
new,T80,72,320,20,no_data
new,T80,72,320,40,no_data
new,T80,72,320,80,no_data
new,T80,72,320,160,no_data
new,T80,72,320,320,no_data
new,T80,73,5,5,incomplete
new,T80,73,5,10,incomplete
new,T80,73,5,20,incomplete
new,T80,73,5,40,incomplete
new,T80,73,5,80,incomplete
new,T80,73,5,160,incomplete
new,T80,73,5,320,incomplete
new,T80,73,10,5,incomplete
new,T80,73,10,10,incomplete
new,T80,73,10,20,incomplete
new,T80,73,10,40,incomplete
new,T80,73,10,80,incomplete
new,T80,73,10,160,incomplete
new,T80,73,10,320,incomplete
new,T80,73,20,5,hit_maxiter
new,T80,73,40,5,hit_maxiter
new,T80,73,160,5,no_data
new,T80,73,160,10,no_data
new,T80,73,160,20,no_data
new,T80,73,160,40,no_data
new,T80,73,160,80,no_data
new,T80,73,160,160,no_data
new,T80,73,160,320,no_data
new,T80,73,320,5,no_data
new,T80,73,320,10,no_data
new,T80,73,320,20,no_data
new,T80,73,320,40,no_data
new,T80,73,320,80,no_data
new,T80,73,320,160,no_data
new,T80,73,320,320,no_data
new,T80,74,5,5,incomplete
new,T80,74,5,10,incomplete
new,T80,74,5,20,incomplete
new,T80,74,5,40,incomplete
new,T80,74,5,80,incomplete
new,T80,74,5,160,incomplete
new,T80,74,5,320,incomplete
new,T80,74,10,5,hit_maxiter
new,T80,74,10,10,incomplete
new,T80,74,10,20,incomplete
new,T80,74,10,40,incomplete
new,T80,74,10,80,incomplete
new,T80,74,10,320,incomplete
new,T80,74,20,5,hit_maxiter
new,T80,74,20,10,hit_maxiter
new,T80,74,20,20,hit_maxiter
new,T80,74,20,40,hit_maxiter
new,T80,74,40,5,hit_maxiter
new,T80,74,40,10,hit_maxiter
new,T80,74,40,20,no_data
new,T80,74,40,40,no_data
new,T80,74,40,80,no_data
new,T80,74,40,160,no_data
new,T80,74,40,320,no_data
new,T80,74,80,5,no_data
new,T80,74,80,10,no_data
new,T80,74,80,20,no_data
new,T80,74,80,40,no_data
new,T80,74,80,80,no_data
new,T80,74,80,160,no_data
new,T80,74,80,320,no_data
new,T80,74,160,5,no_data
new,T80,74,160,10,no_data
new,T80,74,160,20,no_data
new,T80,74,160,40,no_data
new,T80,74,160,80,no_data
new,T80,74,160,160,no_data
new,T80,74,160,320,no_data
new,T80,74,320,5,no_data
new,T80,74,320,10,no_data
new,T80,74,320,20,no_data
new,T80,74,320,40,no_data
new,T80,74,320,80,no_data
new,T80,74,320,160,no_data
new,T80,74,320,320,no_data
new,T80,75,5,5,incomplete
new,T80,75,5,10,incomplete
new,T80,75,5,20,incomplete
new,T80,75,5,40,incomplete
new,T80,75,5,80,incomplete
new,T80,75,5,160,incomplete
new,T80,75,5,320,incomplete
new,T80,75,10,5,hit_maxiter
new,T80,75,10,10,hit_maxiter
new,T80,75,10,20,hit_maxiter
new,T80,75,10,40,no_data
new,T80,75,10,80,no_data
new,T80,75,10,160,no_data
new,T80,75,10,320,no_data
new,T80,75,20,5,no_data
new,T80,75,20,10,no_data
new,T80,75,20,20,no_data
new,T80,75,20,40,no_data
new,T80,75,20,80,no_data
new,T80,75,20,160,no_data
new,T80,75,20,320,no_data
new,T80,75,40,5,no_data
new,T80,75,40,10,no_data
new,T80,75,40,20,no_data
new,T80,75,40,40,no_data
new,T80,75,40,80,no_data
new,T80,75,40,160,no_data
new,T80,75,40,320,no_data
new,T80,75,80,5,no_data
new,T80,75,80,10,no_data
new,T80,75,80,20,no_data
new,T80,75,80,40,no_data
new,T80,75,80,80,no_data
new,T80,75,80,160,no_data
new,T80,75,80,320,no_data
new,T80,75,160,5,no_data
new,T80,75,160,10,no_data
new,T80,75,160,20,no_data
new,T80,75,160,40,no_data
new,T80,75,160,80,no_data
new,T80,75,160,160,no_data
new,T80,75,160,320,no_data
new,T80,75,320,5,no_data
new,T80,75,320,10,no_data
new,T80,75,320,20,no_data
new,T80,75,320,40,no_data
new,T80,75,320,80,no_data
new,T80,75,320,160,no_data
new,T80,75,320,320,no_data
new,T80,76,5,5,incomplete
new,T80,76,5,10,incomplete
new,T80,76,5,20,incomplete
new,T80,76,5,40,incomplete
new,T80,76,5,80,incomplete
new,T80,76,5,160,incomplete
new,T80,76,5,320,incomplete
new,T80,76,10,5,hit_maxiter
new,T80,76,10,10,incomplete
new,T80,76,10,20,incomplete
new,T80,76,10,40,incomplete
new,T80,76,10,160,incomplete
new,T80,76,10,320,incomplete
new,T80,76,20,5,hit_maxiter
new,T80,76,20,10,no_data
new,T80,76,20,20,no_data
new,T80,76,20,40,no_data
new,T80,76,20,80,no_data
new,T80,76,20,160,no_data
new,T80,76,20,320,no_data
new,T80,76,40,5,no_data
new,T80,76,40,10,no_data
new,T80,76,40,20,no_data
new,T80,76,40,40,no_data
new,T80,76,40,80,no_data
new,T80,76,40,160,no_data
new,T80,76,40,320,no_data
new,T80,76,80,5,no_data
new,T80,76,80,10,no_data
new,T80,76,80,20,no_data
new,T80,76,80,40,no_data
new,T80,76,80,80,no_data
new,T80,76,80,160,no_data
new,T80,76,80,320,no_data
new,T80,76,160,5,no_data
new,T80,76,160,10,no_data
new,T80,76,160,20,no_data
new,T80,76,160,40,no_data
new,T80,76,160,80,no_data
new,T80,76,160,160,no_data
new,T80,76,160,320,no_data
new,T80,76,320,5,no_data
new,T80,76,320,10,no_data
new,T80,76,320,20,no_data
new,T80,76,320,40,no_data
new,T80,76,320,80,no_data
new,T80,76,320,160,no_data
new,T80,76,320,320,no_data
new,T80,77,5,5,incomplete
new,T80,77,5,10,incomplete
new,T80,77,5,20,incomplete
new,T80,77,5,40,incomplete
new,T80,77,5,80,incomplete
new,T80,77,5,160,incomplete
new,T80,77,5,320,incomplete
new,T80,77,10,5,incomplete
new,T80,77,10,10,incomplete
new,T80,77,10,20,incomplete
new,T80,77,10,40,incomplete
new,T80,77,10,80,incomplete
new,T80,77,10,160,incomplete
new,T80,77,10,320,incomplete
new,T80,77,80,5,hit_maxiter
new,T80,78,5,5,diverged
new,T80,78,5,10,diverged
new,T80,78,5,20,diverged
new,T80,78,5,40,diverged
new,T80,78,5,80,diverged
new,T80,78,5,160,diverged
new,T80,78,5,320,diverged
new,T80,78,10,5,hit_maxiter
new,T80,78,10,10,hit_maxiter
new,T80,78,10,20,incomplete
new,T80,78,10,40,no_data
new,T80,78,10,80,no_data
new,T80,78,10,160,no_data
new,T80,78,10,320,no_data
new,T80,78,20,5,no_data
new,T80,78,20,10,no_data
new,T80,78,20,20,no_data
new,T80,78,20,40,no_data
new,T80,78,20,80,no_data
new,T80,78,20,160,no_data
new,T80,78,20,320,no_data
new,T80,78,40,5,no_data
new,T80,78,40,10,no_data
new,T80,78,40,20,no_data
new,T80,78,40,40,no_data
new,T80,78,40,80,no_data
new,T80,78,40,160,no_data
new,T80,78,40,320,no_data
new,T80,78,80,5,no_data
new,T80,78,80,10,no_data
new,T80,78,80,20,no_data
new,T80,78,80,40,no_data
new,T80,78,80,80,no_data
new,T80,78,80,160,no_data
new,T80,78,80,320,no_data
new,T80,78,160,5,no_data
new,T80,78,160,10,no_data
new,T80,78,160,20,no_data
new,T80,78,160,40,no_data
new,T80,78,160,80,no_data
new,T80,78,160,160,no_data
new,T80,78,160,320,no_data
new,T80,78,320,5,no_data
new,T80,78,320,10,no_data
new,T80,78,320,20,no_data
new,T80,78,320,40,no_data
new,T80,78,320,80,no_data
new,T80,78,320,160,no_data
new,T80,78,320,320,no_data
new,T80,79,5,5,incomplete
new,T80,79,5,10,incomplete
new,T80,79,5,20,incomplete
new,T80,79,5,40,incomplete
new,T80,79,5,80,incomplete
new,T80,79,5,160,incomplete
new,T80,79,5,320,incomplete
new,T80,79,10,5,incomplete
new,T80,79,10,10,incomplete
new,T80,79,10,20,incomplete
new,T80,79,10,40,incomplete
new,T80,79,10,80,incomplete
new,T80,79,10,160,incomplete
new,T80,79,10,320,incomplete
new,T80,79,40,5,hit_maxiter
new,T80,79,80,5,hit_maxiter
new,T80,80,5,5,incomplete
new,T80,80,5,10,incomplete
new,T80,80,5,20,incomplete
new,T80,80,5,40,incomplete
new,T80,80,5,80,incomplete
new,T80,80,5,160,incomplete
new,T80,80,5,320,incomplete
new,T80,80,10,5,incomplete
new,T80,80,10,10,incomplete
new,T80,80,10,20,incomplete
new,T80,80,10,40,incomplete
new,T80,80,10,80,incomplete
new,T80,80,10,160,incomplete
new,T80,80,10,320,incomplete
new,T80,80,20,5,hit_maxiter
new,T80,80,20,10,hit_maxiter
new,T80,80,160,5,hit_maxiter
new,T80,80,160,160,no_data
new,T80,80,160,320,no_data
new,T80,80,320,5,no_data
new,T80,80,320,10,no_data
new,T80,80,320,20,no_data
new,T80,80,320,40,no_data
new,T80,80,320,80,no_data
new,T80,80,320,160,no_data
new,T80,80,320,320,no_data
new,T80,81,5,5,incomplete
new,T80,81,5,10,incomplete
new,T80,81,5,20,incomplete
new,T80,81,5,40,diverged
new,T80,81,5,80,diverged
new,T80,81,5,160,diverged
new,T80,81,5,320,incomplete
new,T80,81,10,5,hit_maxiter
new,T80,81,10,10,hit_maxiter
new,T80,81,10,20,hit_maxiter
new,T80,81,10,40,no_data
new,T80,81,10,80,no_data
new,T80,81,10,160,no_data
new,T80,81,10,320,no_data
new,T80,81,20,5,no_data
new,T80,81,20,10,no_data
new,T80,81,20,20,no_data
new,T80,81,20,40,no_data
new,T80,81,20,80,no_data
new,T80,81,20,160,no_data
new,T80,81,20,320,no_data
new,T80,81,40,5,no_data
new,T80,81,40,10,no_data
new,T80,81,40,20,no_data
new,T80,81,40,40,no_data
new,T80,81,40,80,no_data
new,T80,81,40,160,no_data
new,T80,81,40,320,no_data
new,T80,81,80,5,no_data
new,T80,81,80,10,no_data
new,T80,81,80,20,no_data
new,T80,81,80,40,no_data
new,T80,81,80,80,no_data
new,T80,81,80,160,no_data
new,T80,81,80,320,no_data
new,T80,81,160,5,no_data
new,T80,81,160,10,no_data
new,T80,81,160,20,no_data
new,T80,81,160,40,no_data
new,T80,81,160,80,no_data
new,T80,81,160,160,no_data
new,T80,81,160,320,no_data
new,T80,81,320,5,no_data
new,T80,81,320,10,no_data
new,T80,81,320,20,no_data
new,T80,81,320,40,no_data
new,T80,81,320,80,no_data
new,T80,81,320,160,no_data
new,T80,81,320,320,no_data
new,T80,82,5,5,incomplete
new,T80,82,5,10,incomplete
new,T80,82,5,20,incomplete
new,T80,82,5,40,incomplete
new,T80,82,5,80,incomplete
new,T80,82,5,160,incomplete
new,T80,82,5,320,incomplete
new,T80,82,10,5,hit_maxiter
new,T80,82,10,10,no_data
new,T80,82,10,20,no_data
new,T80,82,10,40,no_data
new,T80,82,10,80,no_data
new,T80,82,10,160,no_data
new,T80,82,10,320,no_data
new,T80,82,20,5,no_data
new,T80,82,20,10,no_data
new,T80,82,20,20,no_data
new,T80,82,20,40,no_data
new,T80,82,20,80,no_data
new,T80,82,20,160,no_data
new,T80,82,20,320,no_data
new,T80,82,40,5,no_data
new,T80,82,40,10,no_data
new,T80,82,40,20,no_data
new,T80,82,40,40,no_data
new,T80,82,40,80,no_data
new,T80,82,40,160,no_data
new,T80,82,40,320,no_data
new,T80,82,80,5,no_data
new,T80,82,80,10,no_data
new,T80,82,80,20,no_data
new,T80,82,80,40,no_data
new,T80,82,80,80,no_data
new,T80,82,80,160,no_data
new,T80,82,80,320,no_data
new,T80,82,160,5,no_data
new,T80,82,160,10,no_data
new,T80,82,160,20,no_data
new,T80,82,160,40,no_data
new,T80,82,160,80,no_data
new,T80,82,160,160,no_data
new,T80,82,160,320,no_data
new,T80,82,320,5,no_data
new,T80,82,320,10,no_data
new,T80,82,320,20,no_data
new,T80,82,320,40,no_data
new,T80,82,320,80,no_data
new,T80,82,320,160,no_data
new,T80,82,320,320,no_data
new,T80,83,5,5,incomplete
new,T80,83,5,10,incomplete
new,T80,83,5,20,incomplete
new,T80,83,5,40,incomplete
new,T80,83,5,80,incomplete
new,T80,83,5,160,incomplete
new,T80,83,5,320,incomplete
new,T80,83,10,5,incomplete
new,T80,83,10,10,incomplete
new,T80,83,10,20,incomplete
new,T80,83,10,40,incomplete
new,T80,83,10,80,incomplete
new,T80,83,10,160,incomplete
new,T80,83,10,320,incomplete
new,T80,83,20,5,incomplete
new,T80,83,20,10,incomplete
new,T80,83,20,20,incomplete
new,T80,83,20,40,incomplete
new,T80,83,20,80,incomplete
new,T80,83,20,160,incomplete
new,T80,83,20,320,incomplete
new,T80,83,40,5,hit_maxiter
new,T80,83,40,10,hit_maxiter
new,T80,83,40,20,hit_maxiter
new,T80,83,80,5,hit_maxiter
new,T80,83,80,10,hit_maxiter
new,T80,83,80,20,hit_maxiter
new,T80,83,80,40,hit_maxiter
new,T80,83,80,80,no_data
new,T80,83,80,160,no_data
new,T80,83,80,320,no_data
new,T80,83,160,5,no_data
new,T80,83,160,10,no_data
new,T80,83,160,20,no_data
new,T80,83,160,40,no_data
new,T80,83,160,80,no_data
new,T80,83,160,160,no_data
new,T80,83,160,320,no_data
new,T80,83,320,5,no_data
new,T80,83,320,10,no_data
new,T80,83,320,20,no_data
new,T80,83,320,40,no_data
new,T80,83,320,80,no_data
new,T80,83,320,160,no_data
new,T80,83,320,320,no_data
new,T80,84,5,5,incomplete
new,T80,84,5,10,incomplete
new,T80,84,5,20,incomplete
new,T80,84,5,40,incomplete
new,T80,84,5,80,incomplete
new,T80,84,5,160,incomplete
new,T80,84,5,320,incomplete
new,T80,84,10,5,incomplete
new,T80,84,10,10,incomplete
new,T80,84,10,20,incomplete
new,T80,84,10,40,incomplete
new,T80,84,10,80,incomplete
new,T80,84,10,160,incomplete
